phase,seed,run_name,run_dir,batch_file,batch_name,batch_index,sample_index,timestep,pixel_count,sum_sq_error,sum_abs_error,target_volume_proxy,prediction_volume_proxy,volume_bias,relative_volume_bias,absolute_relative_volume_bias,target_wet_area,prediction_wet_area,target_dry_area,false_dry_count,false_wet_count,false_dry_rate,false_dry_volume_loss,false_wet_rate,false_wet_volume_excess,wet_area_contraction,peak_depth_target,peak_depth_prediction,peak_depth_underprediction,rmse,mae
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0005/forecast_maps.npz,test_batch_0005,5,0,11,16384,68.01233193392433,577.9039040661914,912.5720732161099,1444.342182226479,531.7701090103692,0.5827157378773282,0.5827157378773282,2491,3450,13893,10,969,0.004014452027298272,0.7985659427940845,0.06974735478298423,76.00712145119905,0.0,1.9389314651489258,2.1774704456329346,0.0,0.06442936680205646,0.035272455082165005
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0005/forecast_maps.npz,test_batch_0005,5,1,0,16384,19.376784074524664,261.1690594156186,1094.9667675553292,1031.8690433949232,-63.09772416040596,-0.05762524126762372,0.05762524126762372,2885,2965,13499,99,179,0.034315424610051985,7.236212033778429,0.013260241499370322,11.121761843562126,0.0,2.0355610847473145,1.9454001188278198,0.09016096591949463,0.03438989740623145,0.015940494349097816
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0005/forecast_maps.npz,test_batch_0005,5,1,1,16384,17.47971881341472,253.08737240795352,1055.650355152463,1026.5790977403522,-29.071257412110754,-0.02753871797628685,0.02753871797628685,2799,2924,13585,85,210,0.03036798856734547,6.4003089144825935,0.015458225984541772,13.231486238539219,0.0,2.019181728363037,1.9873005151748657,0.03188121318817139,0.03266308878509245,0.015447227319821382
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0005/forecast_maps.npz,test_batch_0005,5,1,2,16384,19.729195316143542,275.53044174036967,1018.4734623937329,1145.3662362322211,126.89277383848821,0.12459114402475462,0.12459114402475462,2728,3081,13656,36,389,0.013196480938416418,2.5970171317458153,0.028485647334504975,26.720221012830734,0.0,2.0011789798736572,2.062417984008789,0.0,0.034701217828883024,0.016817043563254985
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0005/forecast_maps.npz,test_batch_0005,5,1,3,16384,20.853294704831267,288.86985034631533,982.3736378357789,893.2092928215861,-89.1643450141928,-0.09076418745379454,0.09076418745379454,2647,2714,13737,99,166,0.03740083112958065,8.116037786006927,0.012084152289437284,10.577699825167656,0.0,1.9813976287841797,1.9421743154525757,0.039223313331604004,0.035676099851814996,0.017631216451801473
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0005/forecast_maps.npz,test_batch_0005,5,1,4,16384,15.463960575017968,244.8025183437473,947.2016579166193,973.6689040660858,26.46724614946652,0.02794256738072175,0.02794256738072175,2562,2792,13822,49,279,0.019125683060109283,3.614772617816925,0.020185211980900012,19.14692096412182,0.0,1.9606952667236328,2.0005059242248535,0.0,0.030722064545535697,0.014941559957504107
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0005/forecast_maps.npz,test_batch_0005,5,1,5,16384,43.276406935656595,421.999667422606,912.5720732161099,1260.9479252621531,348.3758520460433,0.3817516032660169,0.3817516032660169,2491,3127,13893,17,653,0.006824568446407063,1.2813578732311726,0.047002087382134884,51.02087004482746,0.0,1.9389314651489258,2.1157753467559814,0.0,0.051394379646575984,0.025756815638586793
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0005/forecast_maps.npz,test_batch_0005,5,1,6,16384,13.41984682107594,224.80303505864475,878.4877725612278,881.7636883109808,3.2759157497530396,0.003729039665745279,0.003729039665745279,2413,2548,13971,65,200,0.026937422295897212,5.330346371978521,0.014315367547061768,12.494625121355057,0.0,1.9160796403884888,1.984825849533081,0.0,0.028619616481976758,0.01372088837027861
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0005/forecast_maps.npz,test_batch_0005,5,1,7,16384,20.39009573660791,270.2182838181663,845.0768025146353,986.1677755340934,141.09097301945803,0.16695639094532405,0.16695639094532405,2342,2647,14042,35,340,0.014944491887275826,2.705099556595087,0.024213075060532684,23.42321589589119,0.0,1.892305612564087,2.026890516281128,0.0,0.035277651271539076,0.016492815174448627
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0005/forecast_maps.npz,test_batch_0005,5,1,8,16384,21.45113989942491,279.08302698154165,812.5919475110386,985.0215372815728,172.42958977053422,0.2121970200402357,0.2121970200402357,2263,2598,14121,30,365,0.013256738842244802,2.436694882810116,0.025848027760073645,24.921959578990936,0.0,1.8678075075149536,2.034235715866089,0.0,0.036183886959557134,0.01703387615854136
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0005/forecast_maps.npz,test_batch_0005,5,1,9,16384,14.803144650197357,242.37585536878322,781.2111968050563,722.1377549767494,-59.07344182830684,-0.0756177613299723,0.0756177613299723,2199,2238,14185,103,142,0.046839472487494295,8.27833317220211,0.010010574550581599,8.691208191215992,0.0,1.8431719541549683,1.8298441171646118,0.013327836990356445,0.03005848044589326,0.014793448203661085
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0005/forecast_maps.npz,test_batch_0005,5,1,10,16384,15.584913194924432,243.96125911534426,751.0315035515928,849.7342037111521,98.7027001595593,0.1314228493649051,0.1314228493649051,2132,2442,14252,37,347,0.0173545966228893,3.0600815676152706,0.024347460005613244,23.921010822057724,0.0,1.8183571100234985,1.9288824796676636,0.0,0.03084197808174598,0.014890213569051774
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0005/forecast_maps.npz,test_batch_0005,5,1,11,16384,14.630880842455177,237.7677582443593,722.2159706764926,818.576039224863,96.36006854837046,0.13342278828050674,0.13342278828050674,2069,2362,14315,42,335,0.02029966167230545,3.267850760370493,0.02340202584701362,22.45900348573923,0.0,1.7935442924499512,1.9197453260421753,0.0,0.02988307377587492,0.014512192275656696
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,0,0,16384,174.2366493716824,385.0772202774658,530.5933889524933,290.50445218384266,-240.08893676865068,-0.45249138373668385,0.45249138373668385,1697,1365,14687,459,127,0.27047731290512655,47.97613977268338,0.008647102880098045,14.768595054745674,0.19563936358279305,2.62091064453125,1.0673208236694336,1.5535898208618164,0.10312400845039481,0.023503248307950794
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,0,1,16384,143.83687000706323,326.7688796454645,495.5284742506378,302.5481924340129,-192.98028181662494,-0.3894433757988553,0.3894433757988553,1582,1348,14802,308,74,0.19469026548672555,30.652178302407265,0.0049993244156195105,6.260655008256435,0.147914032869785,2.510655164718628,1.1033159494400024,1.4073392152786255,0.09369688274106051,0.01994438962679837
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,0,2,16384,116.05919204247178,268.0471752412982,463.58533999533347,354.5487576574087,-109.03658233792476,-0.2352028266015101,0.2352028266015101,1487,1336,14897,219,68,0.14727639542703422,20.31075069308281,0.00456467745183594,4.440883852541447,0.10154673839946195,2.386369228363037,1.1829389333724976,1.2034302949905396,0.08416466551089609,0.016360301223223767
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,0,3,16384,99.65658018224055,276.05298178564817,430.66278010112137,310.1849073767662,-120.47787272435517,-0.2797499070991605,0.2797499070991605,1379,1210,15005,228,59,0.16533720087019568,23.55099055916071,0.0039320226591136286,4.186246119439602,0.12255257432922399,2.2470474243164062,1.1516913175582886,1.0953561067581177,0.07799073626247995,0.01684893687656544
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,0,4,16384,81.92188045122656,263.31275705100825,400.28193001852424,284.3243992701173,-115.95753074840695,-0.28968964635261046,0.28968964635261046,1281,1029,15103,296,44,0.23106947697111616,35.008669175207615,0.00291332847778587,2.9559087082743645,0.1967213114754097,2.068857431411743,1.1911883354187012,0.877669095993042,0.07071148968614954,0.016071335269226578
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,0,5,16384,63.616390379498355,331.6397545275454,374.9353935109625,552.4131553098559,177.47776179889343,0.47335558304314573,0.47335558304314573,1196,1373,15188,53,230,0.044314381270902974,4.590738754719496,0.01514353436923887,15.681267492473125,0.0,1.8906404972076416,1.3674463033676147,0.5231941938400269,0.06231240909219992,0.020241684236300378
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,0,6,16384,47.28006636004913,238.98199622200764,351.99459370804425,245.17647110670805,-106.8181226013362,-0.3034652364289842,0.3034652364289842,1139,952,15245,215,28,0.18876207199297615,27.767341025173664,0.0018366677599212853,1.8523701503872871,0.1641791044776118,1.6813663244247437,1.0450226068496704,0.6363437175750732,0.05371914219155,0.014586303480347146
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,0,7,16384,30.084547830667717,198.51043251349392,315.6246746693937,262.7901423126459,-52.834532356747786,-0.16739671070422496,0.16739671070422496,1044,903,15340,182,41,0.17432950191570867,24.545161735266447,0.002672750977835723,2.6478625014424324,0.1350574712643677,1.4317015409469604,1.1264173984527588,0.30528414249420166,0.042851080237905355,0.012116115265716182
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,0,8,16384,18.96550268625029,265.6265205041641,280.1986963505183,462.9846209138632,182.7859245633449,0.6523439507180496,0.6523439507180496,972,1116,15412,44,188,0.04526748971193411,4.068975031375885,0.012198287049052684,12.098387151956558,0.0,1.1225117444992065,1.2710154056549072,0.0,0.034022969003528795,0.016212556183115484
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,0,9,16384,10.578188600149046,178.93976977775446,250.66609504688995,204.3310031145811,-46.33509193230884,-0.18484786274602136,0.18484786274602136,889,815,15495,105,31,0.1181102362204723,8.523703422397375,0.0020006453694740235,2.010361857712269,0.08323959505061858,1.065077543258667,0.9866065979003906,0.07847094535827637,0.025409474493819542,0.010921616807724271
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,0,10,16384,4.601734159364045,140.06590973428547,228.9002967306874,273.2367955222726,44.3364987915852,0.19369349635989816,0.19369349635989816,817,923,15567,18,124,0.02203182374541001,1.2317598685622215,0.007965568189118005,8.123658068478107,0.0,1.03752601146698,1.0728493928909302,0.0,0.01675910389721798,0.00854894468593051
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,0,11,16384,6.147443542573547,176.36427533571486,214.18765114725056,342.2074567079544,128.01980556070384,0.597699283198599,0.597699283198599,763,974,15621,8,219,0.010484927916120563,0.5286499969661236,0.014019589014787785,14.78166001290083,0.0,1.0022127628326416,1.1431260108947754,0.0,0.019370342721775215,0.010764421102033378
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,1,0,16384,52.99760237387148,266.75723366439115,351.99459370804425,221.83302218466997,-130.16157152337428,-0.3697828712430002,0.3697828712430002,1139,891,15245,278,30,0.2440737489025459,34.56449084356427,0.0019678583142013774,1.890131190419197,0.21773485513608412,1.6813663244247437,0.9790933728218079,0.7022729516029358,0.05687457201390281,0.016281569437523874
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,1,1,16384,32.55469241807859,221.60327968435513,315.6246746693937,243.43896783143282,-72.18570683796088,-0.22870742572193622,0.22870742572193622,1044,906,15340,187,49,0.17911877394636,21.181804813444614,0.0031942633637548888,3.140847623348236,0.1321839080459769,1.4317015409469604,1.0375370979309082,0.39416444301605225,0.044575562121055935,0.013525590801047066
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,1,2,16384,17.80232104202225,209.38849040083232,280.1986963505183,347.2050774693489,67.00638111883063,0.23913880396862328,0.23913880396862328,972,991,15412,105,124,0.10802469135802457,9.500765725970268,0.008045678691928366,7.995851963758469,0.0,1.1225117444992065,1.136852502822876,0.0,0.03296312252218365,0.012780059228566426
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,1,3,16384,14.251122664706608,214.88403249561588,250.66609504688995,179.9398839250207,-70.72621112186926,-0.28215308140751477,0.28215308140751477,889,755,15495,164,30,0.184476940382452,14.928911577910185,0.0019361084220716359,1.7612080127000809,0.1507311586051742,1.065077543258667,0.9354369640350342,0.1296405792236328,0.029492702463122706,0.013115480498999993
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,1,4,16384,6.598497922320634,154.54008488013505,228.9002967306874,255.12401247024536,26.223715739557974,0.11456392199618408,0.11456392199618408,817,855,15567,71,109,0.0869033047735617,5.6431076899170876,0.007001991392047278,7.236935056746006,0.0,1.03752601146698,1.063720464706421,0.0,0.02006839185645278,0.009432378227547306
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,1,5,16384,7.804383258927961,196.3423278541327,214.18765114725056,346.33088368177414,132.14323253452358,0.6169507524207202,0.6169507524207202,763,938,15621,28,203,0.03669724770642197,2.082322735339403,0.012995326803661736,14.202139936387539,0.0,1.0022127628326416,1.1583685874938965,0.0,0.02182525490443473,0.011983784659065716
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,1,6,16384,9.164121123948084,171.07077968254953,200.4563453057558,173.93642334640026,-26.519921959355543,-0.13229774252795345,0.13229774252795345,734,712,15650,78,56,0.10626702997275189,6.8727648220956326,0.0035782747603833862,3.8609884455800056,0.029972752043596687,0.9571658968925476,0.9116724133491516,0.045493483543395996,0.023650233924722538,0.010441331767733736
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,1,7,16384,5.675513165704539,148.81889988977264,186.53138711617748,226.39873421937227,39.86734710319479,0.2137299664123763,0.2137299664123763,701,778,15683,34,111,0.048502139800285234,2.5557426661252975,0.0070777274756105325,7.708343267440796,0.0,0.9402442574501038,1.041088342666626,0.0,0.018611980895855997,0.00908318480772538
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,1,8,16384,6.275481698226339,177.32209312575515,172.07961072222633,289.27281011641026,117.19319939418392,0.6810405887270304,0.6810405887270304,669,827,15715,15,173,0.022421524663677094,0.9796776361763477,0.011008590518612789,12.130355909466743,0.0,0.9279673099517822,1.13894522190094,0.0,0.01957102465368791,0.010822881660507516
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,1,9,16384,6.451671456651117,150.5566415427288,157.08299833133015,158.49242045730352,1.4094221259733786,0.008972467682342812,0.008972467682342812,618,645,15766,47,74,0.07605177993527495,3.9790833182632923,0.0046936445515666616,5.018543392419815,0.0,0.9175477623939514,0.9149064421653748,0.00264132022857666,0.019843859892429348,0.009189248141035694
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,1,10,16384,4.259482640466562,140.9480442889958,141.52808776666598,199.216860383749,57.68877261708303,0.4076135947812193,0.4076135947812193,587,706,15797,18,137,0.03066439522998291,1.2820619270205498,0.008672532759384692,9.291700221598148,0.0,0.9080399870872498,1.0365022420883179,0.0,0.016123839136664667,0.008602785906310778
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0006/forecast_maps.npz,test_batch_0006,6,1,11,16384,4.9917820207119625,153.60261855025465,128.77155976777385,225.3442186936736,96.57265892589976,0.7499533212151641,0.7499533212151641,528,727,15856,4,203,0.007575757575757561,0.2539604902267456,0.012802724520686174,15.261188000440598,0.0,0.8984012603759766,1.0572686195373535,0.0,0.01745491895140437,0.00937515982362394
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0007/forecast_maps.npz,test_batch_0007,7,0,0,16384,10.172824042864747,167.82696577330125,200.4563453057558,187.76690542697906,-12.689439878776739,-0.06330275980748572,0.06330275980748572,734,800,15650,38,104,0.05177111716621246,2.99404102191329,0.006645367412140574,6.784735225141048,0.0,0.9571658968925476,0.9096871614456177,0.04747873544692993,0.02491786317002336,0.010243345078936844
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0007/forecast_maps.npz,test_batch_0007,7,0,1,16384,6.950856775819226,160.64074384735204,186.53138711617748,198.23484716564417,11.703460049466685,0.06274257769914801,0.06274257769914801,701,813,15683,19,131,0.02710413694721822,1.247740801423788,0.008352993687432251,9.20555493235588,0.0,0.9402442574501038,0.9432441592216492,0.0,0.020597248102197964,0.009804732900839358
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0007/forecast_maps.npz,test_batch_0007,7,0,2,16384,6.717239535666851,155.84920936625485,172.07961072222633,237.84529180824757,65.76568108602123,0.38218171699714537,0.38218171699714537,669,847,15715,9,187,0.013452914798206258,0.5453854314982891,0.011899459115494749,13.924724616110325,0.0,0.9279673099517822,1.0158352851867676,0.0,0.020248154598088777,0.009512280845108328
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0007/forecast_maps.npz,test_batch_0007,7,0,3,16384,5.269748817588124,153.71652664858038,157.08299833133015,176.78514014184475,19.702141810514604,0.12542504293785747,0.12542504293785747,618,715,15766,25,122,0.040453074433656894,1.9417898245155811,0.00773817074717747,9.121223092079163,0.0,0.9175477623939514,0.8690678477287292,0.04847991466522217,0.017934323028197745,0.009382112222203393
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0007/forecast_maps.npz,test_batch_0007,7,0,4,16384,8.37517648631801,159.55148537511332,141.52808776666598,221.20174875110388,79.6736609844379,0.5629529957035343,0.5629529957035343,587,747,15797,12,172,0.02044293015332194,0.8908392488956451,0.010888143318351584,14.490692295134068,0.0,0.9080399870872498,1.0870920419692993,0.0,0.022609294669753536,0.009738249839789631
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0007/forecast_maps.npz,test_batch_0007,7,0,5,16384,16.63076363305696,237.78192772324155,128.77155976777385,339.62282758951187,210.85126782173802,1.637405559131106,1.637405559131106,528,851,15856,2,325,0.0037878787878787806,0.14970973879098892,0.020496972754793136,32.57896799594164,0.0,0.8984012603759766,1.1897121667861938,0.0,0.0318600260028213,0.014513057112014255
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0007/forecast_maps.npz,test_batch_0007,7,0,6,16384,4.12377478827922,151.80033200703974,122.8947532625748,138.85977470129728,15.965021438722488,0.1299080800025024,0.1299080800025024,504,581,15880,30,107,0.0595238095238094,2.357011828571558,0.006738035264483627,8.34786344319582,0.0,0.8867666125297546,0.9357010722160339,0.0,0.015864905878776363,0.009265156982851547
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0007/forecast_maps.npz,test_batch_0007,7,0,7,16384,5.457751627216047,144.84725982505688,119.19326407347353,192.23029308021069,73.03702900673716,0.6127613802212414,0.6127613802212414,485,644,15899,10,169,0.020618556701030886,0.5998074971139431,0.010629599345870808,14.478310108184814,0.0,0.8753489255905151,1.0521652698516846,0.0,0.018251430720379793,0.008840775135806694
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0007/forecast_maps.npz,test_batch_0007,7,0,8,16384,7.663452695206643,195.6163318869426,116.47534484388552,281.1346192583442,164.65927441445865,1.4136835107477355,1.4136835107477355,470,724,15914,5,259,0.010638297872340403,0.280465804040432,0.016274978006786477,20.327353045344353,0.0,0.8644459247589111,1.12583589553833,0.0,0.021627298321020613,0.011939473381771398
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0007/forecast_maps.npz,test_batch_0007,7,0,9,16384,3.880724770085405,148.96731646765102,114.15572907001433,122.90722105652094,8.751491986506608,0.07666274884144483,0.07666274884144483,456,514,15928,23,81,0.050438596491227956,1.4455468989908695,0.005085384229030637,5.559709474444389,0.0,0.8536569476127625,0.8911209106445312,0.0,0.015390277538283967,0.009092243436746278
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0007/forecast_maps.npz,test_batch_0007,7,0,10,16384,3.9379271731588714,136.91935983198846,112.11362020345359,177.2372468933463,65.12362668989272,0.5808716779612656,0.5808716779612656,447,579,15937,6,138,0.013422818791946277,0.34399188309907913,0.008659095187299994,10.161140017211437,0.0,0.8429971933364868,0.9881343245506287,0.0,0.015503289983576793,0.00835689452099539
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0007/forecast_maps.npz,test_batch_0007,7,0,11,16384,4.78856232734119,156.43072763318787,110.67389853441227,219.98077654093504,109.30687800652277,0.9876482120356008,0.9876482120356008,440,613,15944,5,178,0.011363636363636338,0.29169318825006485,0.011164074259909682,13.522360503673553,0.0,0.8324646949768066,1.0113747119903564,0.0,0.017095924949008558,0.009547773903392814
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0007/forecast_maps.npz,test_batch_0007,7,1,0,16384,200.09795224660613,423.77728945664705,579.9680186655283,281.31408540159464,-298.6539332639337,-0.5149489689985286,0.5149489689985286,1831,1273,14553,632,74,0.34516657564172565,77.88322226330638,0.00508486222771937,7.541675493121147,0.3047515019115236,2.6825506687164307,1.0754343271255493,1.6071163415908813,0.11051248698982682,0.02586531307718793
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0007/forecast_maps.npz,test_batch_0007,7,1,1,16384,167.7945217363537,371.12840960623873,550.1223284476356,292.4730846658349,-257.6492437818007,-0.4683490025006775,0.4683490025006775,1692,1243,14692,474,25,0.28014184397163105,55.56035139784217,0.0017016063163626462,1.62221210449934,0.26536643026004714,2.5564072132110596,1.1092183589935303,1.4471888542175293,0.10119962871509149,0.022651880469130782
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0007/forecast_maps.npz,test_batch_0007,7,1,2,16384,131.7137605499693,293.24788976112654,507.05679496695177,344.59699346870184,-162.45980149824993,-0.32039764206066534,0.32039764206066534,1569,1243,14815,354,28,0.2256214149139578,41.5496364235878,0.0018899763752953085,1.7928049713373184,0.20777565328234532,2.4335880279541016,1.1931874752044678,1.2404005527496338,0.08966141843313913,0.017898430771553134
phase27,42,phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e,runs/phase27_volume_response_seed42_40e/evaluation_test/test_batch_0007/forecast_maps.npz,test_batch_0007,7,1,3,16384,117.93724462585925,313.40093346122296,477.3521001098312,286.27234123647213,-191.07975887335908,-0.40029101962554314,0.40029101962554314,1470,1116,14914,367,13,0.24965986394557807,43.96001298353076,0.0008716642081265923,0.7954492419958115,0.2408163265306121,2.3062562942504883,1.140389323234558,1.1658669710159302,0.08484290278764507,0.019128474942701597
