row,col,observation_count,low_margin_count,false_dry_count,deep_underprediction_count,boundary_count,high_risk_case_count,low_margin_fraction,false_dry_fraction,deep_underprediction_fraction,boundary_fraction,high_risk_case_fraction
1,88,1368,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1,89,1368,8,0,0,0,0,0.005847953216374269,0.0,0.0,0.0,0.0
1,90,1368,9,0,0,63,0,0.006578947368421052,0.0,0.0,0.046052631578947366,0.0
1,91,1368,0,0,0,63,0,0.0,0.0,0.0,0.046052631578947366,0.0
1,92,1368,0,0,0,66,0,0.0,0.0,0.0,0.04824561403508772,0.0
1,93,1368,1,3,0,105,3,0.0007309941520467836,0.0021929824561403508,0.0,0.07675438596491228,0.0021929824561403508
1,94,1368,23,96,21,462,86,0.016812865497076022,0.07017543859649122,0.015350877192982455,0.33771929824561403,0.06286549707602339
1,95,1368,23,462,62,504,156,0.016812865497076022,0.33771929824561403,0.04532163742690058,0.3684210526315789,0.11403508771929824
1,96,1368,10,12,0,504,18,0.007309941520467836,0.008771929824561403,0.0,0.3684210526315789,0.013157894736842105
1,97,1368,1,0,0,504,0,0.0007309941520467836,0.0,0.0,0.3684210526315789,0.0
1,98,1368,10,0,0,198,2,0.007309941520467836,0.0,0.0,0.14473684210526316,0.0014619883040935672
1,99,1368,2,0,0,54,0,0.0014619883040935672,0.0,0.0,0.039473684210526314,0.0
1,100,1368,0,0,0,3,0,0.0,0.0,0.0,0.0021929824561403508,0.0
1,101,1368,0,0,0,3,0,0.0,0.0,0.0,0.0021929824561403508,0.0
1,102,1368,2,0,0,9,1,0.0014619883040935672,0.0,0.0,0.006578947368421052,0.0007309941520467836
1,103,1368,0,0,0,9,0,0.0,0.0,0.0,0.006578947368421052,0.0
1,104,1368,0,0,0,9,0,0.0,0.0,0.0,0.006578947368421052,0.0
1,105,1368,18,0,0,9,0,0.013157894736842105,0.0,0.0,0.006578947368421052,0.0
1,106,1368,26,0,0,24,0,0.019005847953216373,0.0,0.0,0.017543859649122806,0.0
1,107,1368,8,0,0,432,0,0.005847953216374269,0.0,0.0,0.3157894736842105,0.0
1,108,1368,31,0,0,432,0,0.02266081871345029,0.0,0.0,0.3157894736842105,0.0
1,109,1368,8,0,0,432,0,0.005847953216374269,0.0,0.0,0.3157894736842105,0.0
1,110,1368,24,0,0,432,0,0.017543859649122806,0.0,0.0,0.3157894736842105,0.0
1,111,1368,0,0,0,84,0,0.0,0.0,0.0,0.06140350877192982,0.0
1,112,1368,12,0,0,84,0,0.008771929824561403,0.0,0.0,0.06140350877192982,0.0
1,113,1368,7,0,0,84,0,0.005116959064327485,0.0,0.0,0.06140350877192982,0.0
1,114,1368,3,0,0,84,0,0.0021929824561403508,0.0,0.0,0.06140350877192982,0.0
1,115,1368,7,0,0,42,0,0.005116959064327485,0.0,0.0,0.03070175438596491,0.0
1,116,1368,0,0,0,42,0,0.0,0.0,0.0,0.03070175438596491,0.0
1,117,1368,1,0,0,0,0,0.0007309941520467836,0.0,0.0,0.0,0.0
1,118,1368,11,0,0,0,0,0.00804093567251462,0.0,0.0,0.0,0.0
1,119,1368,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
